Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Sky Cond,Wind Speed(mph),Wind Dir,Air Temp(°F),Humidity(%),Soil Tex,Soil Cond,Soil Moist,Crop Resid,Nozzle PN,Pass Num,Speed(mph),Prod(ac/h),Crop Flw(V)(bu/h),Date
-86.16902483,40.96912159,CHURCH17,15/10/09-18:03:18,SOYBEANS,206,6.276,179.60,1.000,826.51,10/9/2015,On,34.00,Yes,19.64,13.40,4010.2,66.84,3991.8,66.53,In,0.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.279,17.64,1178.7,10/9/2015
-86.16902480,40.96910411,CHURCH17,15/10/09-18:03:18,SOYBEANS,207,6.398,180.00,1.000,826.41,10/9/2015,On,34.00,Yes,17.80,13.50,3563.8,59.40,3543.3,59.06,In,0.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.362,17.98,1067.7,10/9/2015
-86.16902500,40.96908603,CHURCH17,15/10/09-18:03:18,SOYBEANS,208,6.289,180.50,1.000,826.20,10/9/2015,On,34.00,Yes,17.35,13.70,3534.5,58.91,3506.0,58.43,In,0.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.288,17.67,1041.0,10/9/2015
-86.16902553,40.96906835,CHURCH17,15/10/09-18:03:18,SOYBEANS,209,6.371,181.40,1.000,826.03,10/9/2015,On,34.00,Yes,16.35,13.70,3286.8,54.78,3260.3,54.34,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.344,17.90,980.70,10/9/2015
-86.16902618,40.96905093,CHURCH17,15/10/09-18:03:18,SOYBEANS,210,6.289,181.70,1.000,825.92,10/9/2015,On,34.00,Yes,17.79,13.70,3624.0,60.40,3594.8,59.91,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.288,17.67,1067.4,10/9/2015
-86.16902689,40.96903316,CHURCH17,15/10/09-18:03:18,SOYBEANS,211,6.483,181.70,1.000,825.77,10/9/2015,On,34.00,Yes,18.09,13.10,3574.8,59.58,3570.7,59.51,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.420,18.22,1085.3,10/9/2015
-86.16902679,40.96901584,CHURCH17,15/10/09-18:03:18,SOYBEANS,212,6.355,179.50,1.000,825.72,10/9/2015,On,34.00,Yes,15.49,13.40,3123.8,52.06,3109.4,51.82,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.333,17.86,929.67,10/9/2015
-86.16902660,40.96899859,CHURCH17,15/10/09-18:03:18,SOYBEANS,213,6.289,179.50,1.000,825.78,10/9/2015,On,34.00,Yes,17.43,13.60,3550.9,59.18,3526.4,58.77,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.288,17.67,1045.9,10/9/2015
-86.16902615,40.96898059,CHURCH17,15/10/09-18:03:18,SOYBEANS,214,6.398,178.90,1.000,825.72,10/9/2015,On,34.00,Yes,17.38,13.70,3480.9,58.01,3452.9,57.55,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.362,17.98,1042.9,10/9/2015
-86.16902544,40.96896299,CHURCH17,15/10/09-18:03:18,SOYBEANS,215,6.463,178.20,1.000,825.74,10/9/2015,On,34.00,Yes,18.63,13.50,3693.5,61.56,3672.2,61.20,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.407,18.16,1117.9,10/9/2015
-86.16902475,40.96894530,CHURCH17,15/10/09-18:03:18,SOYBEANS,216,6.450,178.40,1.000,825.68,10/9/2015,On,34.00,Yes,19.96,13.40,3964.8,66.08,3946.5,65.78,In,0.503,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.398,18.12,1197.6,10/9/2015
-86.16902438,40.96892742,CHURCH17,15/10/09-18:03:18,SOYBEANS,217,6.391,179.20,1.000,825.66,10/9/2015,On,34.00,Yes,20.15,13.70,4039.3,67.32,4006.8,66.78,In,0.503,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.358,17.96,1209.0,10/9/2015
-86.16902423,40.96890970,CHURCH17,15/10/09-18:03:18,SOYBEANS,218,6.385,179.70,1.000,825.69,10/9/2015,On,34.00,Yes,21.20,13.80,4254.5,70.91,4215.4,70.26,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.353,17.94,1272.1,10/9/2015
-86.16902420,40.96889194,CHURCH17,15/10/09-18:03:18,SOYBEANS,219,6.575,180.00,1.000,825.75,10/9/2015,On,34.00,Yes,19.67,13.90,3833.7,63.89,3794.0,63.23,In,0.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.483,18.47,1180.4,10/9/2015
-86.16902373,40.96887416,CHURCH17,15/10/09-18:03:18,SOYBEANS,220,6.362,178.70,1.000,825.75,10/9/2015,On,34.00,Yes,22.49,13.30,4530.0,75.50,4514.3,75.24,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.337,17.88,1349.6,10/9/2015
-86.16902332,40.96885646,CHURCH17,15/10/09-18:03:18,SOYBEANS,221,6.457,179.00,1.000,825.78,10/9/2015,On,34.00,Yes,20.79,13.50,4126.1,68.77,4102.4,68.37,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.402,18.14,1247.6,10/9/2015
-86.16902373,40.96883891,CHURCH17,15/10/09-18:03:18,SOYBEANS,222,6.404,181.20,1.000,825.79,10/9/2015,On,34.00,Yes,21.85,13.80,4371.4,72.86,4331.2,72.19,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.366,17.99,1311.0,10/9/2015
-86.16902417,40.96882096,CHURCH17,15/10/09-18:03:18,SOYBEANS,223,6.378,181.10,1.000,825.71,10/9/2015,On,34.00,Yes,20.63,13.90,4144.2,69.07,4101.3,68.36,In,0.503,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.349,17.92,1237.8,10/9/2015
-86.16902422,40.96880364,CHURCH17,15/10/09-18:03:18,SOYBEANS,224,6.283,180.00,1.000,825.77,10/9/2015,On,34.00,Yes,23.01,13.60,4693.0,78.22,4660.7,77.68,In,0.503,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.284,17.65,1380.8,10/9/2015
-86.16902441,40.96878594,CHURCH17,15/10/09-18:03:18,SOYBEANS,225,6.542,180.50,1.000,825.76,10/9/2015,On,34.00,Yes,22.77,13.50,4458.4,74.31,4432.8,73.88,In,0.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.460,18.38,1365.9,10/9/2015
-86.16902531,40.96876790,CHURCH17,15/10/09-18:03:18,SOYBEANS,226,6.220,182.40,1.000,825.68,10/9/2015,On,34.00,Yes,20.02,13.70,4122.5,68.71,4089.3,68.16,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.241,17.48,1200.9,10/9/2015
-86.16902600,40.96875026,CHURCH17,15/10/09-18:03:18,SOYBEANS,227,6.263,181.60,1.000,825.71,10/9/2015,On,34.00,Yes,22.77,13.80,4657.9,77.63,4615.1,76.92,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.270,17.60,1366.2,10/9/2015
-86.16902676,40.96873268,CHURCH17,15/10/09-18:03:18,SOYBEANS,228,6.404,181.90,1.000,825.84,10/9/2015,On,34.00,Yes,20.67,13.90,4134.4,68.91,4091.6,68.19,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.366,17.99,1240.0,10/9/2015
-86.16902767,40.96871495,CHURCH17,15/10/09-18:03:18,SOYBEANS,229,6.562,182.30,1.000,825.89,10/9/2015,On,34.00,Yes,22.70,13.50,4432.8,73.88,4407.3,73.45,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.474,18.44,1362.1,10/9/2015
-86.16902840,40.96869736,CHURCH17,15/10/09-18:03:18,SOYBEANS,230,6.257,181.70,1.000,825.90,10/9/2015,On,34.00,Yes,20.70,13.70,4238.2,70.64,4204.1,70.07,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.266,17.58,1241.8,10/9/2015
-86.16902916,40.96867976,CHURCH17,15/10/09-18:03:18,SOYBEANS,231,6.470,181.90,1.000,826.03,10/9/2015,On,34.00,Yes,22.75,13.90,4506.1,75.10,4459.5,74.32,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.411,18.18,1365.3,10/9/2015
-86.16902997,40.96866185,CHURCH17,15/10/09-18:03:18,SOYBEANS,232,6.312,182.00,1.000,825.98,10/9/2015,On,34.00,Yes,21.67,14.00,4398.1,73.30,4347.5,72.46,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.304,17.74,1300.1,10/9/2015
-86.16903144,40.96864434,CHURCH17,15/10/09-18:03:18,SOYBEANS,233,6.276,183.80,1.000,825.96,10/9/2015,On,34.00,Yes,21.18,13.80,4323.0,72.05,4283.2,71.39,In,0.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.279,17.64,1270.6,10/9/2015
-86.16903250,40.96862679,CHURCH17,15/10/09-18:03:18,SOYBEANS,234,6.198,182.50,1.000,825.96,10/9/2015,On,34.00,Yes,20.19,13.60,4173.0,69.55,4144.2,69.07,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.226,17.41,1211.1,10/9/2015
-86.16903350,40.96860941,CHURCH17,15/10/09-18:03:18,SOYBEANS,235,6.371,182.50,1.000,826.02,10/9/2015,On,34.00,Yes,22.34,13.90,4492.0,74.87,4445.6,74.09,In,0.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.344,17.90,1340.3,10/9/2015
-86.16903426,40.96859206,CHURCH17,15/10/09-18:03:18,SOYBEANS,236,6.385,181.80,1.000,826.04,10/9/2015,On,34.00,Yes,21.20,14.00,4254.2,70.90,4205.3,70.09,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.353,17.94,1272.0,10/9/2015
-86.16903514,40.96857463,CHURCH17,15/10/09-18:03:18,SOYBEANS,237,6.378,182.20,1.000,826.05,10/9/2015,On,34.00,Yes,22.46,14.00,4510.8,75.18,4459.0,74.32,In,0.503,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.349,17.92,1347.3,10/9/2015
-86.16903553,40.96855742,CHURCH17,15/10/09-18:03:18,SOYBEANS,238,6.296,180.80,1.000,826.00,10/9/2015,On,34.00,Yes,22.02,13.50,4481.2,74.69,4455.5,74.26,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.293,17.69,1321.3,10/9/2015
-86.16903592,40.96854004,CHURCH17,15/10/09-18:03:18,SOYBEANS,239,6.289,181.00,1.000,826.02,10/9/2015,On,34.00,Yes,20.78,13.80,4233.4,70.56,4194.5,69.91,In,0.503,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.288,17.67,1246.9,10/9/2015
-86.16903636,40.96852279,CHURCH17,15/10/09-18:03:18,SOYBEANS,240,6.283,181.10,1.000,826.08,10/9/2015,On,34.00,Yes,21.68,14.00,4421.8,73.70,4371.0,72.85,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.284,17.65,1301.0,10/9/2015
-86.16903665,40.96850565,CHURCH17,15/10/09-18:03:18,SOYBEANS,241,6.296,180.70,1.000,826.18,10/9/2015,On,34.00,Yes,20.99,14.10,4271.6,71.19,4217.6,70.29,In,0.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.293,17.69,1259.5,10/9/2015
-86.16903692,40.96848814,CHURCH17,15/10/09-18:03:18,SOYBEANS,242,6.191,180.70,1.000,826.17,10/9/2015,On,34.00,Yes,21.73,13.80,4496.0,74.93,4454.6,74.24,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.221,17.40,1303.5,10/9/2015
-86.16903703,40.96847084,CHURCH17,15/10/09-18:03:18,SOYBEANS,243,6.302,180.20,1.000,826.17,10/9/2015,On,34.00,Yes,21.06,13.70,4281.1,71.35,4246.6,70.78,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.297,17.71,1263.6,10/9/2015
-86.16903695,40.96845380,CHURCH17,15/10/09-18:03:18,SOYBEANS,244,6.204,179.80,1.000,826.31,10/9/2015,On,34.00,Yes,20.59,14.00,4251.9,70.87,4203.1,70.05,In,0.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.230,17.43,1235.4,10/9/2015
-86.16903747,40.96843683,CHURCH17,15/10/09-18:03:18,SOYBEANS,245,6.165,181.50,1.000,826.38,10/9/2015,On,34.00,Yes,21.74,14.20,4518.4,75.31,4456.1,74.27,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.203,17.32,1304.5,10/9/2015
-86.16903835,40.96841951,CHURCH17,15/10/09-18:03:18,SOYBEANS,246,6.312,182.30,1.000,826.45,10/9/2015,On,34.00,Yes,20.27,14.20,4114.0,68.57,4057.3,67.62,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.304,17.74,1216.2,10/9/2015
-86.16903930,40.96840256,CHURCH17,15/10/09-18:03:18,SOYBEANS,247,6.004,182.40,1.000,826.51,10/9/2015,On,34.00,Yes,21.07,13.70,4497.2,74.95,4461.0,74.35,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.094,16.87,1264.5,10/9/2015
-86.16903971,40.96838551,CHURCH17,15/10/09-18:03:18,SOYBEANS,248,6.106,180.90,1.000,826.56,10/9/2015,On,34.00,Yes,18.17,13.80,3812.8,63.55,3777.8,62.96,In,0.503,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.163,17.16,1090.2,10/9/2015
-86.16903988,40.96836810,CHURCH17,15/10/09-18:03:18,SOYBEANS,249,6.106,180.40,1.000,826.51,10/9/2015,On,34.00,Yes,21.15,14.10,4438.6,73.98,4382.5,73.04,In,0.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.163,17.16,1269.1,10/9/2015
-86.16904053,40.96835096,CHURCH17,15/10/09-18:03:18,SOYBEANS,250,6.302,181.80,1.000,826.50,10/9/2015,On,34.00,Yes,19.00,14.20,3861.6,64.36,3808.3,63.47,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.297,17.71,1139.7,10/9/2015
-86.16904123,40.96833379,CHURCH17,15/10/09-18:03:18,SOYBEANS,251,6.257,181.80,1.000,826.44,10/9/2015,On,34.00,Yes,20.07,13.90,4109.0,68.48,4066.5,67.77,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.266,17.58,1203.9,10/9/2015
-86.16904181,40.96831673,CHURCH17,15/10/09-18:03:18,SOYBEANS,252,6.306,181.40,1.000,826.56,10/9/2015,On,34.00,Yes,20.96,13.50,4259.0,70.98,4234.5,70.57,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.299,17.72,1257.7,10/9/2015
-86.16904248,40.96829899,CHURCH17,15/10/09-18:03:18,SOYBEANS,253,6.289,181.70,1.000,826.45,10/9/2015,On,34.00,Yes,19.72,13.80,4016.1,66.94,3979.2,66.32,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.288,17.67,1182.9,10/9/2015
-86.16904348,40.96828098,CHURCH17,15/10/09-18:03:18,SOYBEANS,254,6.362,182.50,1.000,826.28,10/9/2015,On,34.00,Yes,19.07,13.90,3840.0,64.00,3800.2,63.34,In,0.503,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.337,17.88,1144.0,10/9/2015
-86.16904463,40.96826326,CHURCH17,15/10/09-18:03:18,SOYBEANS,255,6.312,182.80,1.000,826.19,10/9/2015,On,34.00,Yes,19.08,14.00,3872.9,64.55,3828.4,63.81,In,0.499,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.304,17.74,1144.9,10/9/2015
-86.16904519,40.96824534,CHURCH17,15/10/09-18:03:18,SOYBEANS,256,6.463,181.20,1.000,826.03,10/9/2015,On,34.00,Yes,19.26,13.50,3817.8,63.63,3795.9,63.26,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.407,18.16,1155.6,10/9/2015
-86.16904547,40.96822748,CHURCH17,15/10/09-18:03:18,SOYBEANS,257,6.385,180.60,1.000,825.88,10/9/2015,On,34.00,Yes,19.76,13.50,3964.5,66.08,3941.7,65.70,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.353,17.94,1185.4,10/9/2015
-86.16904514,40.96820958,CHURCH17,15/10/09-18:03:18,SOYBEANS,258,6.302,179.10,1.000,825.74,10/9/2015,On,34.00,Yes,21.05,13.90,4279.0,71.32,4234.7,70.58,In,0.503,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.297,17.71,1262.9,10/9/2015
-86.16904448,40.96819178,CHURCH17,15/10/09-18:03:18,SOYBEANS,259,6.362,178.30,1.000,825.53,10/9/2015,On,34.00,Yes,21.17,14.00,4264.1,71.07,4215.1,70.25,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.337,17.88,1270.3,10/9/2015
-86.16904368,40.96817368,CHURCH17,15/10/09-18:03:18,SOYBEANS,260,6.562,178.10,1.000,825.29,10/9/2015,On,34.00,Yes,21.22,13.70,4142.4,69.04,4109.1,68.48,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.474,18.44,1272.9,10/9/2015
-86.16904299,40.96815564,CHURCH17,15/10/09-18:03:18,SOYBEANS,261,6.549,178.40,1.000,825.06,10/9/2015,On,34.00,Yes,21.26,13.40,4160.2,69.34,4141.1,69.02,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.465,18.40,1275.8,10/9/2015
-86.16904198,40.96813751,CHURCH17,15/10/09-18:03:18,SOYBEANS,262,6.562,177.50,1.000,824.87,10/9/2015,On,34.00,Yes,21.21,13.80,4140.8,69.01,4102.7,68.38,In,0.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.474,18.44,1272.4,10/9/2015
-86.16904108,40.96811939,CHURCH17,15/10/09-18:03:18,SOYBEANS,263,6.864,177.90,1.000,824.64,10/9/2015,On,34.00,Yes,21.96,13.90,4100.1,68.34,4057.7,67.63,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.680,19.29,1317.9,10/9/2015
-86.16904054,40.96810095,CHURCH17,15/10/09-18:03:18,SOYBEANS,264,6.476,178.80,1.000,824.33,10/9/2015,On,34.00,Yes,24.25,13.90,4796.8,79.95,4747.2,79.12,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.416,18.20,1454.8,10/9/2015
-86.16903999,40.96808366,CHURCH17,15/10/09-18:03:18,SOYBEANS,265,6.444,178.60,1.000,824.16,10/9/2015,On,34.00,Yes,22.16,13.50,4406.6,73.44,4381.3,73.02,In,0.503,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.393,18.11,1329.7,10/9/2015
-86.16903961,40.96806558,CHURCH17,15/10/09-18:03:18,SOYBEANS,266,6.276,179.10,1.000,823.93,10/9/2015,On,34.00,Yes,26.13,13.60,5334.6,88.91,5297.8,88.30,In,0.503,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.279,17.64,1568.0,10/9/2015
-86.16903960,40.96804775,CHURCH17,15/10/09-18:03:18,SOYBEANS,267,6.588,180.10,1.000,823.75,10/9/2015,On,34.00,Yes,20.09,13.80,3907.4,65.12,3871.5,64.53,In,0.503,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.492,18.51,1205.5,10/9/2015
-86.16903976,40.96802953,CHURCH17,15/10/09-18:03:18,SOYBEANS,268,6.680,180.40,1.000,823.67,10/9/2015,On,34.00,Yes,23.68,13.90,4541.0,75.68,4494.1,74.90,In,0.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.554,18.77,1420.5,10/9/2015
-86.16904031,40.96801111,CHURCH17,15/10/09-18:03:18,SOYBEANS,269,6.627,181.40,1.000,823.51,10/9/2015,On,34.00,Yes,22.73,13.50,4394.1,73.23,4368.8,72.81,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.519,18.62,1363.8,10/9/2015
-86.16904083,40.96799264,CHURCH17,15/10/09-18:03:18,SOYBEANS,270,6.634,181.20,1.000,823.37,10/9/2015,On,34.00,Yes,24.28,13.50,4689.2,78.15,4662.2,77.70,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.523,18.64,1456.8,10/9/2015
-86.16904083,40.96797429,CHURCH17,15/10/09-18:03:18,SOYBEANS,271,6.575,179.90,1.000,823.24,10/9/2015,On,34.00,Yes,23.68,13.80,4613.8,76.90,4571.4,76.19,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.483,18.47,1420.6,10/9/2015
-86.16904168,40.96795589,CHURCH17,15/10/09-18:03:18,SOYBEANS,272,6.549,182.20,1.000,823.22,10/9/2015,On,34.00,Yes,23.23,13.90,4544.4,75.74,4497.4,74.96,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.465,18.40,1393.6,10/9/2015
-86.16904272,40.96793735,CHURCH17,15/10/09-18:03:18,SOYBEANS,273,6.932,182.40,1.000,823.05,10/9/2015,On,34.00,Yes,26.94,13.60,4978.6,82.98,4944.3,82.40,In,0.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.727,19.48,1616.3,10/9/2015
-86.16904282,40.96791874,CHURCH17,15/10/09-18:03:18,SOYBEANS,274,6.581,180.00,1.000,823.00,10/9/2015,On,34.00,Yes,23.92,13.40,4655.7,77.60,4634.3,77.24,In,0.503,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.487,18.49,1434.9,10/9/2015
-86.16904328,40.96790059,CHURCH17,15/10/09-18:03:18,SOYBEANS,275,6.703,181.20,1.000,823.00,10/9/2015,On,34.00,Yes,25.86,13.70,4943.0,82.38,4903.2,81.72,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.570,18.83,1551.6,10/9/2015
-86.16904402,40.96788206,CHURCH17,15/10/09-18:03:18,SOYBEANS,276,6.660,181.80,1.000,822.96,10/9/2015,On,34.00,Yes,24.70,13.90,4750.7,79.18,4701.5,78.36,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.541,18.71,1481.7,10/9/2015
-86.16904471,40.96786527,CHURCH17,15/10/09-18:03:18,SOYBEANS,277,5.892,181.80,1.000,822.86,10/9/2015,On,34.00,Yes,23.67,13.80,5147.4,85.79,5100.0,85.00,In,0.503,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.018,16.56,1420.4,10/9/2015
-86.16904477,40.96784966,CHURCH17,15/10/09-18:03:18,SOYBEANS,278,5.600,179.90,1.000,822.76,10/9/2015,On,34.00,Yes,23.96,13.50,5481.8,91.36,5450.3,90.84,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,3.818,15.74,1437.7,10/9/2015
-86.16904497,40.96783397,CHURCH17,15/10/09-18:03:18,SOYBEANS,279,5.548,180.60,1.000,822.69,10/9/2015,On,34.00,Yes,22.65,13.80,5230.1,87.17,5182.0,86.37,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,3.783,15.59,1358.8,10/9/2015
-86.16904510,40.96781796,CHURCH17,15/10/09-18:03:18,SOYBEANS,280,6.076,180.30,1.000,822.66,10/9/2015,On,34.00,Yes,21.35,14.10,4501.1,75.02,4444.2,74.07,In,0.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.143,17.07,1280.8,10/9/2015
-86.16904551,40.96780143,CHURCH17,15/10/09-18:03:18,SOYBEANS,281,5.787,181.20,1.000,822.63,10/9/2015,On,34.00,Yes,23.13,14.20,5119.7,85.33,5049.0,84.15,In,0.502,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,3.946,16.26,1387.6,10/9/2015
-86.16904573,40.96778500,CHURCH17,15/10/09-18:03:18,SOYBEANS,282,5.912,180.50,1.000,822.57,10/9/2015,On,34.00,Yes,22.60,13.80,4898.2,81.64,4853.1,80.89,In,0.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.031,16.61,1356.1,10/9/2015
-86.16904648,40.96776865,CHURCH17,15/10/09-18:03:18,SOYBEANS,283,6.027,182.20,1.000,822.56,10/9/2015,On,34.00,Yes,20.53,13.80,4363.7,72.73,4323.6,72.06,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.109,16.93,1231.6,10/9/2015
-86.16904761,40.96775204,CHURCH17,15/10/09-18:03:18,SOYBEANS,284,6.112,183.00,1.000,822.56,10/9/2015,On,34.00,Yes,20.56,14.10,4309.8,71.83,4255.3,70.92,In,0.501,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.167,17.17,1233.6,10/9/2015
-86.16904849,40.96773537,CHURCH17,15/10/09-18:03:18,SOYBEANS,285,5.997,182.20,1.000,822.55,10/9/2015,On,34.00,Yes,18.93,14.30,4044.0,67.40,3983.5,66.39,In,0.500,Unknown,0.00,Unknown,-459.67,0.00,None,Unknown,Unknown,Unknown,,2,4.089,16.85,1135.8,10/9/2015
