Longitude,Latitude,Field,Dataset,Product - Name,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Sky Cond,Wind Speed(mph),Wind Dir,Air Temp(¡F),Humidity(%),Soil Tex,Soil Cond,Soil Moist,Crop Resid,Nozzle PN,Pass Num,Speed(mph),Prod(ac/h),Crop Flw(V)(bu/h),Date
-86.17048879,40.96776055,CHURCH17,15/10/09-17:40:57,SOYBEANS,2377,5.63,342.8,1,833.13,10/9/15,On,30,Yes,15.76,12.8,4065.5,67.76,4065.5,67.76,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.839,13.96,945.79,10/9/15
-86.17049534,40.96777665,CHURCH17,15/10/09-17:40:57,SOYBEANS,2378,5.597,342.9,1,833.14,10/9/15,On,30,Yes,15.24,12.7,3952.6,65.88,3952.6,65.88,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.816,13.88,914.17,10/9/15
-86.1705012,40.96779249,CHURCH17,15/10/09-17:40:57,SOYBEANS,2379,5.614,344.4,1,833.17,10/9/15,On,30,Yes,15.94,12.3,4122.3,68.7,4122.3,68.7,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.827,13.92,956.21,10/9/15
-86.17050729,40.96780827,CHURCH17,15/10/09-17:40:57,SOYBEANS,2380,5.614,343.8,1,833.17,10/9/15,On,30,Yes,16.59,12.4,4291.6,71.53,4291.6,71.53,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.827,13.92,995.48,10/9/15
-86.17051347,40.96782428,CHURCH17,15/10/09-17:40:57,SOYBEANS,2381,5.643,343.8,1,833.16,10/9/15,On,29.96,Yes,17.07,12.5,4397.6,73.29,4397.6,73.29,In,0.019,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.848,13.97,1024.2,10/9/15
-86.17051947,40.96783987,CHURCH17,15/10/09-17:40:57,SOYBEANS,2382,5.597,343.8,1,833.22,10/9/15,On,29.9,Yes,17.12,12.5,4456.2,74.27,4456.2,74.27,In,0.049,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.816,13.83,1027.4,10/9/15
-86.17052649,40.9678556,CHURCH17,15/10/09-17:40:57,SOYBEANS,2383,5.604,341.4,1,833.22,10/9/15,On,29.85,Yes,16.51,12.2,4300.9,71.68,4300.9,71.68,In,0.077,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.821,13.82,990.89,10/9/15
-86.17053377,40.96787131,CHURCH17,15/10/09-17:40:57,SOYBEANS,2384,5.653,340.7,1,833.2,10/9/15,On,29.87,Yes,17.02,12.4,4392,73.2,4392,73.2,In,0.068,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.854,13.95,1021.3,10/9/15
-86.17054043,40.96788568,CHURCH17,15/10/09-17:40:57,SOYBEANS,2385,5.308,340.7,1,833.24,10/9/15,On,29.88,Yes,16.66,12.7,4574.1,76.24,4574.1,76.24,In,0.059,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.619,13.11,999.4,10/9/15
-86.17054694,40.96789932,CHURCH17,15/10/09-17:40:57,SOYBEANS,2386,4.957,340.2,1,833.21,10/9/15,On,29.9,Yes,15.08,12.7,4432.4,73.87,4432.4,73.87,In,0.051,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.38,12.25,904.89,10/9/15
-86.17055393,40.96791309,CHURCH17,15/10/09-17:40:57,SOYBEANS,2387,5.069,339,1,833.18,10/9/15,On,29.87,Yes,16.1,12.4,4631.5,77.19,4631.5,77.19,In,0.068,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.456,12.51,965.86,10/9/15
-86.17056151,40.96792804,CHURCH17,15/10/09-17:40:57,SOYBEANS,2388,5.285,339.1,1,833.13,10/9/15,On,29.73,Yes,15.77,12.6,4371.3,72.86,4371.3,72.86,In,0.138,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.604,12.99,946.16,10/9/15
-86.17056849,40.96794255,CHURCH17,15/10/09-17:40:57,SOYBEANS,2389,5.282,340,1,833.08,10/9/15,On,29.58,Yes,16.74,12.9,4665.4,77.76,4665.4,77.76,In,0.209,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.601,12.91,1004.2,10/9/15
-86.17057587,40.96795745,CHURCH17,15/10/09-17:40:57,SOYBEANS,2390,5.272,339.5,1,832.97,10/9/15,On,29.53,Yes,15.52,12.9,4341.8,72.36,4341.8,72.36,In,0.237,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.595,12.87,931.01,10/9/15
-86.17058327,40.96797219,CHURCH17,15/10/09-17:40:57,SOYBEANS,2391,5.348,339.3,1,832.89,10/9/15,On,29.42,Yes,14.11,12.6,3905.8,65.1,3905.8,65.1,In,0.291,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.646,13,846.5,10/9/15
-86.17059066,40.96798763,CHURCH17,15/10/09-17:40:57,SOYBEANS,2392,5.42,340.1,1,832.62,10/9/15,On,29.29,Yes,13.65,12.6,3745.9,62.43,3745.9,62.43,In,0.355,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.695,13.12,819.23,10/9/15
-86.17059817,40.96800278,CHURCH17,15/10/09-17:40:57,SOYBEANS,2393,5.518,339.5,1,832.49,10/9/15,On,29.25,Yes,14.38,13,3880.7,64.68,3880.7,64.68,In,0.375,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.763,13.34,862.85,10/9/15
-86.17060581,40.96801826,CHURCH17,15/10/09-17:40:57,SOYBEANS,2394,5.518,339.6,1,832.29,10/9/15,On,29.1,Yes,13.96,13,3786.6,63.11,3786.6,63.11,In,0.451,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.763,13.27,837.58,10/9/15
-86.17061283,40.96803391,CHURCH17,15/10/09-17:40:57,SOYBEANS,2395,5.531,341.3,1,832.11,10/9/15,On,28.76,Yes,13.34,12.4,3653.3,60.89,3653.3,60.89,In,0.624,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.771,13.15,800.44,10/9/15
-86.17062012,40.96804944,CHURCH17,15/10/09-17:40:57,SOYBEANS,2396,5.574,340.5,1,831.89,10/9/15,On,28.58,Yes,14.86,12.2,4062.7,67.71,4062.7,67.71,In,0.711,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.801,13.17,891.57,10/9/15
-86.1706278,40.96806431,CHURCH17,15/10/09-17:40:57,SOYBEANS,2397,5.502,338.7,1,831.69,10/9/15,On,28.34,Yes,15.8,12.7,4414.1,73.57,4414.1,73.57,In,0.827,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.751,12.89,948.15,10/9/15
-86.17063562,40.96807902,CHURCH17,15/10/09-17:40:57,SOYBEANS,2398,5.308,338.1,1,831.42,10/9/15,On,28.3,Yes,12.33,12.8,3574.5,59.58,3574.5,59.58,In,0.85,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.619,12.41,739.58,10/9/15
-86.17064331,40.96809268,CHURCH17,15/10/09-17:40:57,SOYBEANS,2399,5.115,337,1,831.25,10/9/15,On,28.27,Yes,10.6,12.2,3191.8,53.2,3191.8,53.2,In,0.862,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.487,11.95,635.79,10/9/15
-86.17065113,40.96810456,CHURCH17,15/10/09-17:40:57,SOYBEANS,2400,4.692,333.6,1,831.06,10/9/15,On,28.15,Yes,8.786,11.9,2897.8,48.3,2897.8,48.3,In,0.925,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,3.199,10.91,527.14,10/9/15
-86.17065828,40.96811465,CHURCH17,15/10/09-17:40:57,SOYBEANS,2401,4.137,331.9,1,830.91,10/9/15,On,27.78,Yes,8.901,12.4,3373.5,56.22,3373.5,56.22,In,1.109,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,2.821,9.499,534.08,10/9/15
-86.17066527,40.96812506,CHURCH17,15/10/09-17:40:57,SOYBEANS,2402,3.845,333.1,1,830.62,10/9/15,On,27.59,Yes,9.851,12.9,4044.6,67.41,4044.6,67.41,In,1.203,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,2.622,8.768,591.06,10/9/15
-86.1706715,40.96813374,CHURCH17,15/10/09-17:40:57,SOYBEANS,2403,3.612,331.6,1,830.59,10/9/15,On,27.65,Yes,8.664,13.1,3778,62.97,3773.6,62.89,In,1.173,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,2.463,8.256,519.82,10/9/15
-86.17067756,40.96814207,CHURCH17,15/10/09-17:40:57,SOYBEANS,2404,3.294,331.2,1,830.44,10/9/15,On,27.61,Yes,8.311,13.1,3981,66.35,3976.4,66.27,In,1.196,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,2.246,7.516,498.66,10/9/15
-86.17068348,40.96815035,CHURCH17,15/10/09-17:40:57,SOYBEANS,2405,3.35,331.7,1,830.31,10/9/15,On,27.87,Yes,8.388,13.1,3913.5,65.22,3909,65.15,In,1.064,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,2.284,7.716,503.25,10/9/15
-86.17068944,40.96815789,CHURCH17,15/10/09-17:40:57,SOYBEANS,2406,3.133,329.1,1,830.19,10/9/15,On,28.49,Yes,9.066,12.5,4424,73.73,4424,73.73,In,0.754,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,31,2.136,7.377,543.96,10/9/15
-86.17065794,40.96816432,CHURCH17,15/10/09-17:40:57,SOYBEANS,2407,4.678,6,1,830.93,10/9/15,On,30,Yes,9.244,13.4,2868.9,47.81,2855.7,47.59,In,0,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,32,3.19,11.6,554.62,10/9/15
-86.17065733,40.96817838,CHURCH17,15/10/09-17:40:57,SOYBEANS,2408,4.941,1.9,1,830.97,10/9/15,On,30,Yes,9.421,13.2,2768.6,46.14,2762.2,46.04,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,33,3.369,12.25,565.26,10/9/15
-86.17065656,40.96819325,CHURCH17,15/10/09-17:40:57,SOYBEANS,2409,4.99,2.2,1,830.95,10/9/15,On,30,Yes,12.57,12.2,3657.7,60.96,3657.7,60.96,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,33,3.402,12.37,754.24,10/9/15
-86.17065595,40.96820795,CHURCH17,15/10/09-17:40:57,SOYBEANS,2410,5.039,1.8,1,831.03,10/9/15,On,30,Yes,14.75,12.7,4250.6,70.84,4250.6,70.84,In,2.59E-09,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,33,3.436,12.49,885.14,10/9/15
-86.17065564,40.96822286,CHURCH17,15/10/09-17:40:57,SOYBEANS,2411,5.02,0.9,1,831.06,10/9/15,On,30,Yes,11.83,13.1,3421.8,57.03,3417.9,56.96,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,33,3.423,12.45,709.77,10/9/15
-86.17065486,40.96823757,CHURCH17,15/10/09-17:40:57,SOYBEANS,2412,5.079,2.3,1,831.13,10/9/15,On,30,Yes,11.08,12.5,3168.4,52.81,3168.4,52.81,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,33,3.463,12.59,664.93,10/9/15
-86.1706551,40.96825232,CHURCH17,15/10/09-17:40:57,SOYBEANS,2413,5.01,359.3,1,831.15,10/9/15,On,30,Yes,11.48,12.4,3328,55.47,3328,55.47,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,33,3.416,12.42,688.95,10/9/15
-86.17065602,40.9682674,CHURCH17,15/10/09-17:40:57,SOYBEANS,2414,5.069,357.3,1,831.1,10/9/15,On,30,Yes,13.49,12.9,3864.9,64.42,3864.9,64.42,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,33,3.456,12.57,809.54,10/9/15
-86.17065773,40.96828276,CHURCH17,15/10/09-17:40:57,SOYBEANS,2415,5.098,355.2,1,830.97,10/9/15,On,30,Yes,10.78,12.9,3070,51.17,3070,51.17,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,33,3.476,12.64,646.78,10/9/15
-86.17066022,40.96829733,CHURCH17,15/10/09-17:40:57,SOYBEANS,2416,4.98,352.7,1,830.84,10/9/15,On,30,Yes,11.32,12.7,3301.6,55.03,3301.6,55.03,In,0,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,33,3.396,12.35,679.46,10/9/15
-86.17066292,40.96831086,CHURCH17,15/10/09-17:40:57,SOYBEANS,2417,4.633,351.4,1,830.76,10/9/15,On,30,Yes,15.45,12.4,4843.2,80.72,4843.2,80.72,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,33,3.159,11.49,927.12,10/9/15
-86.17066555,40.9683247,CHURCH17,15/10/09-17:40:57,SOYBEANS,2418,4.715,351.8,1,830.58,10/9/15,On,30,Yes,13.25,12.7,4081,68.02,4081,68.02,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,33,3.214,11.69,795.05,10/9/15
-86.17066763,40.96833377,CHURCH17,15/10/09-17:40:57,SOYBEANS,2419,3.602,350.2,1,830.43,10/9/15,On,30,Yes,9.158,12.8,3691.4,61.52,3691.4,61.52,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,33,2.456,8.931,549.49,10/9/15
-86.17066763,40.96833377,CHURCH17,15/10/09-17:40:57,SOYBEANS,2420,0.715,350.2,1,830.43,10/9/15,On,30,Yes,5.385,12.3,10932,182.19,10932,182.19,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,33,0.488,1.773,323.08,10/9/15
-86.1706669,40.9683246,CHURCH17,15/10/09-17:40:57,SOYBEANS,2421,2.913,353.6,1,830.48,10/9/15,On,30,Yes,2.509,12.3,1250.3,20.84,1250.3,20.84,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,1.986,7.223,150.53,10/9/15
-86.17067118,40.96834658,CHURCH17,15/10/09-17:40:57,SOYBEANS,2422,3.976,351,1,830.21,10/9/15,On,22.27,Yes,8.145,12.8,4007,66.78,4007,66.78,In,-3.857,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,2.711,7.318,488.69,10/9/15
-86.17067366,40.96835874,CHURCH17,15/10/09-17:40:57,SOYBEANS,2423,4.137,351.2,1,830.07,10/9/15,On,30,Yes,9.964,13.1,3497.1,58.28,3493.1,58.22,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,2.821,10.26,597.85,10/9/15
-86.17067646,40.9683719,CHURCH17,15/10/09-17:40:57,SOYBEANS,2424,4.455,350.9,1,829.96,10/9/15,On,30,Yes,10.95,13.2,3569.7,59.49,3561.5,59.36,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.038,11.05,657.2,10/9/15
-86.17067924,40.96838443,CHURCH17,15/10/09-17:40:57,SOYBEANS,2425,4.554,350.5,1,829.99,10/9/15,On,30,Yes,11.29,12.7,3599.1,59.99,3599.1,59.99,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.105,11.29,677.26,10/9/15
-86.17068314,40.96839734,CHURCH17,15/10/09-17:40:57,SOYBEANS,2426,4.554,347.2,1,829.84,10/9/15,On,30,Yes,10.42,12,3323.1,55.38,3323.1,55.38,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.105,11.29,625.32,10/9/15
-86.17068797,40.96840958,CHURCH17,15/10/09-17:40:57,SOYBEANS,2427,4.508,343.4,1,829.78,10/9/15,On,30,Yes,9.755,12.3,3142.1,52.37,3142.1,52.37,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.074,11.18,585.29,10/9/15
-86.17069427,40.96842169,CHURCH17,15/10/09-17:40:57,SOYBEANS,2428,4.544,338.6,1,829.69,10/9/15,On,30,Yes,8.657,12.7,2766.4,46.11,2766.4,46.11,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.098,11.27,519.44,10/9/15
-86.17070214,40.96843387,CHURCH17,15/10/09-17:40:57,SOYBEANS,2429,4.541,334,1,829.48,10/9/15,On,30,Yes,10.13,13,3237.9,53.96,3237.9,53.96,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.096,11.26,607.52,10/9/15
-86.17071088,40.96844503,CHURCH17,15/10/09-17:40:57,SOYBEANS,2430,4.518,329.4,1,829.3,10/9/15,On,30,Yes,9.044,13.2,2906.8,48.45,2900.1,48.34,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.08,11.2,542.65,10/9/15
-86.1707216,40.96845538,CHURCH17,15/10/09-17:40:57,SOYBEANS,2431,4.593,322,1,829.22,10/9/15,On,30,Yes,10.79,13.3,3411.5,56.86,3399.7,56.66,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.132,11.39,647.5,10/9/15
-86.17073322,40.96846537,CHURCH17,15/10/09-17:40:57,SOYBEANS,2432,4.6,318.6,1,829.08,10/9/15,On,30,Yes,13,13.2,4104.4,68.41,4095,68.25,In,2.59E-09,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.136,11.4,780.13,10/9/15
-86.17074681,40.96847448,CHURCH17,15/10/09-17:40:57,SOYBEANS,2433,4.501,311.6,1,828.79,10/9/15,On,30,Yes,13.94,12.8,4496.1,74.94,4496.1,74.94,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.069,11.16,836.29,10/9/15
-86.1707621,40.96848349,CHURCH17,15/10/09-17:40:57,SOYBEANS,2434,4.764,308,1,828.39,10/9/15,On,30,Yes,14.14,13.1,4308.9,71.81,4303.9,71.73,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.248,11.81,848.2,10/9/15
-86.1707795,40.96849195,CHURCH17,15/10/09-17:40:57,SOYBEANS,2435,4.99,302.8,1,827.82,10/9/15,On,30,Yes,12.9,13.2,3753.7,62.56,3745.1,62.42,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.402,12.37,774.03,10/9/15
-86.17079389,40.96850064,CHURCH17,15/10/09-17:40:57,SOYBEANS,2436,4.882,308.7,1,827.48,10/9/15,On,30,Yes,13.17,13,3917.3,65.29,3917.3,65.29,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.329,12.1,790.23,10/9/15
-86.17080419,40.96850942,CHURCH17,15/10/09-17:40:57,SOYBEANS,2437,4.364,318.4,1,827.3,10/9/15,On,30,Yes,11.51,12.7,3829.9,63.83,3829.9,63.83,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,2.975,10.82,690.57,10/9/15
-86.17081299,40.96851945,CHURCH17,15/10/09-17:40:57,SOYBEANS,2438,4.278,326.5,1,827.1,10/9/15,On,30,Yes,11.18,12.9,3794.1,63.23,3794.1,63.23,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,2.917,10.61,670.73,10/9/15
-86.17081993,40.96853003,CHURCH17,15/10/09-17:40:57,SOYBEANS,2439,4.249,333.7,1,827.16,10/9/15,On,30,Yes,11.34,13,3875.2,64.59,3875.2,64.59,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,2.897,10.53,680.35,10/9/15
-86.17082506,40.96854193,CHURCH17,15/10/09-17:40:57,SOYBEANS,2440,4.442,342,1,827.31,10/9/15,On,29.95,Yes,11.68,13,3824.5,63.74,3824.5,63.74,In,0.026,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.029,11,700.89,10/9/15
-86.17083025,40.96855566,CHURCH17,15/10/09-17:40:57,SOYBEANS,2441,4.826,344.1,1,827.47,10/9/15,On,29.65,Yes,12.85,12.4,3910,65.17,3910,65.17,In,0.176,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.291,11.83,770.71,10/9/15
-86.17083533,40.9685695,CHURCH17,15/10/09-17:40:57,SOYBEANS,2442,5.01,344.5,1,827.66,10/9/15,On,29.73,Yes,14.59,12.4,4266.2,71.1,4266.2,71.1,In,0.137,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.416,12.31,875.26,10/9/15
-86.17084064,40.96858309,CHURCH17,15/10/09-17:40:57,SOYBEANS,2443,4.915,343.6,1,827.81,10/9/15,On,29.86,Yes,17.17,12.7,5097.3,84.96,5097.3,84.96,In,0.074,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.351,12.13,1030.2,10/9/15
-86.17084726,40.96859877,CHURCH17,15/10/09-17:40:57,SOYBEANS,2444,5.515,342.3,1,828.05,10/9/15,On,29.73,Yes,18.07,12.5,4799.7,80,4799.7,80,In,0.139,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.76,13.55,1083.9,10/9/15
-86.17085392,40.96861443,CHURCH17,15/10/09-17:40:57,SOYBEANS,2445,5.666,342.2,1,828.21,10/9/15,On,29.42,Yes,17.72,12.1,4631.2,77.19,4631.2,77.19,In,0.291,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.863,13.78,1063.3,10/9/15
-86.17086034,40.96862965,CHURCH17,15/10/09-17:40:57,SOYBEANS,2446,5.627,342.4,1,828.41,10/9/15,On,29.19,Yes,17.33,12.1,4595.2,76.59,4595.2,76.59,In,0.408,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.836,13.57,1039.5,10/9/15
-86.17086665,40.96864524,CHURCH17,15/10/09-17:40:57,SOYBEANS,2447,5.581,343,1,828.65,10/9/15,On,29.06,Yes,16.42,12.4,4409.6,73.49,4409.6,73.49,In,0.471,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.805,13.4,984.98,10/9/15
-86.17087243,40.96866082,CHURCH17,15/10/09-17:40:57,SOYBEANS,2448,5.614,344.4,1,828.99,10/9/15,On,28.99,Yes,17.12,12.2,4583,76.38,4583,76.38,In,0.507,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.827,13.45,1027.3,10/9/15
-86.17087738,40.96867646,CHURCH17,15/10/09-17:40:57,SOYBEANS,2449,5.63,346.5,1,829.22,10/9/15,On,29.06,Yes,16.69,12,4443.2,74.05,4443.2,74.05,In,0.469,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.839,13.52,1001.4,10/9/15
-86.17088289,40.96869208,CHURCH17,15/10/09-17:40:57,SOYBEANS,2450,5.581,345.1,1,829.56,10/9/15,On,29.38,Yes,16.16,12.1,4294.9,71.58,4294.9,71.58,In,0.314,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.805,13.55,969.84,10/9/15
-86.17088832,40.96870814,CHURCH17,15/10/09-17:40:57,SOYBEANS,2451,5.735,345.7,1,829.87,10/9/15,On,29.48,Yes,14.14,12.4,3643.7,60.73,3643.7,60.73,In,0.263,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,3.91,13.97,848.38,10/9/15
-86.17089389,40.96872518,CHURCH17,15/10/09-17:40:57,SOYBEANS,2452,5.951,346.1,1,830.15,10/9/15,On,29.63,Yes,11.45,12.2,2828.4,47.14,2828.4,47.14,In,0.186,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,4.058,14.57,686.99,10/9/15
-86.1708994,40.96874227,CHURCH17,15/10/09-17:40:57,SOYBEANS,2453,5.988,346.3,1,830.44,10/9/15,On,29.85,Yes,11.05,12.1,2694,44.9,2694,44.9,In,0.074,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,4.082,14.77,663.26,10/9/15
-86.17090515,40.96875962,CHURCH17,15/10/09-17:40:57,SOYBEANS,2454,5.997,346,1,830.64,10/9/15,On,30,Yes,11.1,12.3,2686.6,44.78,2686.6,44.78,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,4.089,14.87,665.82,10/9/15
-86.17091089,40.96877674,CHURCH17,15/10/09-17:40:57,SOYBEANS,2455,5.978,345.8,1,830.89,10/9/15,On,30,Yes,12.37,12.3,3003.7,50.06,3003.7,50.06,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,4.076,14.82,741.96,10/9/15
-86.17091709,40.96879388,CHURCH17,15/10/09-17:40:57,SOYBEANS,2456,6.03,344.7,1,831.2,10/9/15,On,30,Yes,13.28,12.3,3198.4,53.31,3198.4,53.31,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,4.111,14.95,796.97,10/9/15
-86.1709237,40.96881092,CHURCH17,15/10/09-17:40:57,SOYBEANS,2457,6.079,343.7,1,831.35,10/9/15,On,30,Yes,11.67,12.2,2787,46.45,2787,46.45,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,4.145,15.07,700.12,10/9/15
-86.17092993,40.96882823,CHURCH17,15/10/09-17:40:57,SOYBEANS,2458,6.112,344.8,1,831.52,10/9/15,On,30,Yes,8.696,12.4,2065.9,34.43,2065.9,34.43,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,4.167,15.15,521.78,10/9/15
-86.17093621,40.96884558,CHURCH17,15/10/09-17:40:57,SOYBEANS,2459,6.01,344.7,1,831.63,10/9/15,On,30,Yes,8.625,12.6,2083.6,34.73,2083.6,34.73,In,2.59E-09,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,4.098,14.9,517.49,10/9/15
-86.17094338,40.96886261,CHURCH17,15/10/09-17:40:57,SOYBEANS,2460,6.083,342.4,1,831.69,10/9/15,On,30,Yes,9.092,12.5,2170.3,36.17,2170.3,36.17,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,4.147,15.08,545.49,10/9/15
-86.1709505,40.96887939,CHURCH17,15/10/09-17:40:57,SOYBEANS,2461,6.106,342.2,1,831.8,10/9/15,On,30,Yes,8.143,11.9,1936.5,32.27,1936.5,32.27,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,35,4.163,15.14,488.56,10/9/15
